Law,Article,Spanish text,Relevance,Interpretability,Completeness,Differential Regime,Discretionality,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,umap_x,umap_y,Risk Score,Spanish text__phrase_reorder,Spanish text__syn_replace_10pct
Ley 1004 de 2005,5,"Adiciónase el Estatuto Tributario con el siguiente artículo: ""Artículo 240-1. Tarifa para usuarios de Zona Franca. Fíjase a partir del 1° de enero de 2007, en un quince por ciento (15%) la tarifa única del impuesto sobre la renta gravable, de las personas jurídicas que sean usuarios de Zona Franca. Parágrafo. La tarifa del impuesto sobre la renta gravable aplicable a los usuarios comerciales de Zona Franca será la tarifa general vigente"".",1,1,0,1,0,3,,,,2.3403065,7.096698,3,"Tarifa para usuarios de Zona Franca. Parágrafo. La tarifa del impuesto sobre la renta gravable aplicable a los usuarios comerciales de Zona Franca será la tarifa general vigente"". Fíjase a partir del 1° de enero de 2007, en un quince por ciento (15%) la tarifa única del impuesto sobre la renta gravable, de las personas jurídicas que sean usuarios de Zona Franca. Adiciónase el Estatuto Tributario con el siguiente artículo: ""Artículo 240-1.","Adiciónase el Estatuto Tributario con el siguiente artículo: ""Artículo 240-1. Tarifa para usuarios de Zona Franca. Fíjase a partir del 1° de enero de 2007, en un quince por ciento (15%) la tarifa única del impuesto sobre la renta gravable, de las personas jurídicas que sean usuarios de Zona Franca. Parágrafo. La tarifa del impuesto sobre la renta gravable aplicable a los usuarios comerciales de Zona Franca será la tarifa general vigente""."
Ley 105 de 1958,4,"La Zona Franca Industrial y Comercial de Barranquilla y las demás que se establezcan como establecimientos públicos, estarán exentas del pago de impuestos, contribuciones o gravámenes nacionales, departamentales y municipales.
",0,1,0,1,0,2,,,,4.142393,7.509725,2,"La Zona Franca Industrial y Comercial de Barranquilla y las demás que se establezcan como establecimientos públicos, estarán exentas del pago de impuestos, contribuciones o gravámenes nacionales, departamentales y municipales.
","La Zona Franca Industrial y Comercial de Barranquilla y las demás que se establezcan como establecimientos públicos, estarán exentas del pago de impuestos, contribuciones o gravámenes nacionales, departamentales y municipales.
"
Ley 105 de 1958,5,"Las Zonas Francas industriales y comerciales tendrán por objeto la prestación de un servicio público sin ánimo de lucro.
Si en el desarrollo de sus operaciones se obtuviere un superávit, sólo habrá reparto de dividendos cuando se duplique el capital inicial. Obtenido esto, las utilidades se repartirán así: El 50% para constituir un fondo de reserva que se acumulará indefinidamente; el otro 50% se repartirá proporcionalmente al monto de los aportes respectivos.",0,2,0,0,0,2,,,,3.3461576,4.3085423,2,"el otro 50% se repartirá proporcionalmente al monto de los aportes respectivos. Obtenido esto, las utilidades se repartirán así: Si en el desarrollo de sus operaciones se obtuviere un superávit, sólo habrá reparto de dividendos cuando se duplique el capital inicial. El 50% para constituir un fondo de reserva que se acumulará indefinidamente; Las Zonas Francas industriales y comerciales tendrán por objeto la prestación de un servicio público sin ánimo de lucro.","Las Zonas Francas industriales y comerciales tendrán por objeto la prestación de un servicio público sin ánimo de lucro.
Si en el desarrollo de sus operaciones se obtuviere un superávit, sólo habrá reparto de dividendos cuando se duplique el capital inicial. Obtenido esto, las utilidades se repartirán así: El 50% para constituir un fondo de reserva que se acumulará indefinidamente; el otro 50% se repartirá proporcionalmente al monto de los aportes respectivos."
Ley 105 de 1958,6,"La dirección, administración y manejo de la Zona Franca Industrial y Comercial de Barranquilla estarán a cargo de una Junta Directiva y de un Gerente.",0,1,0,0,1,2,,,,3.3978384,6.524804,2,"La dirección, administración y manejo de la Zona Franca Industrial y Comercial de Barranquilla estarán a cargo de una Junta Directiva y de un Gerente.","La dirección, administración y manejo de la Zona Franca Industrial y Comercial de Barranquilla estarán a cargo de una Junta Directiva y de un Gerente."
Ley 105 de 1958,7,"La Junta Directiva de la Zona Franca Industrial y Comercial de Barranquilla estará compuesta por ocho (8) miembros, así:

El Gobernador del Departamento del Atlántico, o su delegado, quien la presidirá;

El presidente de la Cámara de Comercio de Barranquilla;

El Gerente del Banco de la República, sucursal de Barranquilla;

Un delegado del Ministerio de Fomento;

El Administrador de la Aduana de Barranquilla;

El Administrador del Terminal Marítimo y Fluvial de Barranquilla;

Un miembro designado por las siguientes agrupaciones gremiales, con asiento en Barranquilla: Asociación Bancaria, Andi, Fenalco y Acopi;

Un miembro designado por las siguientes asociaciones gremiales, con asiento en Barranquilla: Asociación de Agentes Marítimos, Asociación de Agentes de Aduana y Asociación de Agentes de Compañías de Seguros.

PARÁGRAFO.
El período de los miembros de la Junta Directiva designados por las asociaciones gremiales será de dos (2) años.",0,1,1,0,0,2,,,,2.2832413,6.1737084,2,"Un delegado del Ministerio de Fomento; El período de los miembros de la Junta Directiva designados por las asociaciones gremiales será de dos (2) años. El Administrador del Terminal Marítimo y Fluvial de Barranquilla; Un miembro designado por las siguientes agrupaciones gremiales, con asiento en Barranquilla: El Administrador de la Aduana de Barranquilla; PARÁGRAFO. El presidente de la Cámara de Comercio de Barranquilla; La Junta Directiva de la Zona Franca Industrial y Comercial de Barranquilla estará compuesta por ocho (8) miembros, así: Asociación de Agentes Marítimos, Asociación de Agentes de Aduana y Asociación de Agentes de Compañías de Seguros. El Gobernador del Departamento del Atlántico, o su delegado, quien la presidirá; Asociación Bancaria, Andi, Fenalco y Acopi; El Gerente del Banco de la República, sucursal de Barranquilla; Un miembro designado por las siguientes asociaciones gremiales, con asiento en Barranquilla:","La Junta Directiva de la Zona Franca Industrial y Comercial de Barranquilla estará compuesta por ocho (8) miembros, así:

El Gobernador del Departamento del Atlántico, o su delegado, quien la presidirá;

El presidente de la Cámara de Comercio de Barranquilla;

El Gerente del Banco de la República, sucursal de Barranquilla;

Un delegado del Ministerio de Fomento;

El Administrador de la Aduana de Barranquilla;

El Administrador del Terminal Marítimo y Fluvial de Barranquilla;

Un miembro designado por las siguientes agrupaciones gremiales, con asiento en Barranquilla: Asociación Bancaria, Andi, Fenalco y Acopi;

Un miembro designado por las siguientes asociaciones gremiales, con asiento en Barranquilla: Asociación de Agentes Marítimos, Asociación de Agentes de Aduana y Asociación de Agentes de Compañías de Seguros.

PARÁGRAFO.
El período de los miembros de la Junta Directiva designados por las asociaciones gremiales será de dos (2) años."
Ley 105 de 1958,8,"La Junta podrá sesionar con un quórum de cinco (5) de sus miembros y tomará decisiones por mayoría absoluta de votos, salvo los casos determinados en esta Ley.",0,1,0,0,1,2,,,,2.0956624,5.921865,2,"La Junta podrá sesionar con un quórum de cinco (5) de sus miembros y tomará decisiones por mayoría absoluta de votos, salvo los casos determinados en esta Ley.","La Junta podrá sesionar con un quórum de cinco (5) de sus miembros y tomará decisiones por mayoría absoluta de votos, salvo los casos determinados en esta Ley."
Ley 105 de 1958,12,Las funciones del Gerente serán determinadas por los reglamentos de la institución. El Gerente proveerá los cargos con aprobación de la Junta Directiva.,0,1,0,0,1,2,,,,2.785397,5.1210594,2,Las funciones del Gerente serán determinadas por los reglamentos de la institución. El Gerente proveerá los cargos con aprobación de la Junta Directiva.,Las funciones del Gerente serán determinadas por los reglamentos de la institución. El Gerente proveerá los cargos con aprobación de la Junta Directiva.
Ley 105 de 1958,14,"Las funciones del Gerente son incompatibles con las de cualquier otro empleo o cargo público remunerado, con el ejercicio del comercio, con la gerencia de cualquier negocio o empresa, o con la intervención en éstos, salvo la representación de la institución.",0,1,1,0,0,2,,,,2.0223374,4.966316,2,"Las funciones del Gerente son incompatibles con las de cualquier otro empleo o cargo público remunerado, con el ejercicio del comercio, con la gerencia de cualquier negocio o empresa, o con la intervención en éstos, salvo la representación de la institución.","Las funciones del Gerente son incompatibles con las de cualquier otro empleo o cargo público remunerado, con el ejercicio del comercio, con la gerencia de cualquier negocio o empresa, o con la intervención en éstos, salvo la representación de la institución."
Ley 105 de 1958,15,"La Zona Franca Industrial y Comercial de Barranquilla asegurará ante un banco o compañía de seguros, con sus propios fondos, las actuaciones del Gerente y las de los empleados de manejo, en cuantía señalada por la Contraloría General de la República.",0,1,0,0,1,2,,,,3.1957638,6.169375,2,"La Zona Franca Industrial y Comercial de Barranquilla asegurará ante un banco o compañía de seguros, con sus propios fondos, las actuaciones del Gerente y las de los empleados de manejo, en cuantía señalada por la Contraloría General de la República.","La Zona Franca Industrial y Comercial de Barranquilla asegurará ante un banco o compañía de seguros, con sus propios fondos, las actuaciones del Gerente y las de los empleados de manejo, en cuantía señalada por la Contraloría General de la República."
Ley 105 de 1958,23,"El personal que preste sus servicios a la Zona Franca y las personas naturales o jurídicas que operen dentro del área de la Zona Franca Industrial y Comercial de Barranquilla, estarán obligadas al pago del impuesto sobre la renta y complementarios conforme a las disposiciones legales.",1,1,0,0,0,2,,,,4.400985,7.2164583,2,"El personal que preste sus servicios a la Zona Franca y las personas naturales o jurídicas que operen dentro del área de la Zona Franca Industrial y Comercial de Barranquilla, estarán obligadas al pago del impuesto sobre la renta y complementarios conforme a las disposiciones legales.","El personal que preste sus servicios a la Zona Franca y las personas naturales o jurídicas que operen dentro del área de la Zona Franca Industrial y Comercial de Barranquilla, estarán obligadas al pago del impuesto sobre la renta y complementarios conforme a las disposiciones legales."
Ley 105 de 1958,37,Los artículos procedentes de la Zona Franca Industrial y Comercial solamente podrán ser introducidos al territorio aduanero de la República cuando hayan cumplido con todos los requisitos que señala la Ley sobre Aduanas.,1,1,0,0,0,2,,,,5.380482,7.45236,2,Los artículos procedentes de la Zona Franca Industrial y Comercial solamente podrán ser introducidos al territorio aduanero de la República cuando hayan cumplido con todos los requisitos que señala la Ley sobre Aduanas.,Los artículos procedentes de la Zona Franca Industrial y Comercial solamente podrán ser introducidos al territorio aduanero de la República cuando hayan cumplido con todos los requisitos que señala la Ley sobre Aduanas.
Ley 47 de 1981,3,"De las distintas clases de zonas francas. Las zonas francas podrán ser industriales, comerciales o combinar estas dos modalidades. De igual manera, podrán especializarse en determinado comercio o industria y, en tal caso, en la ley por medio de la cual se establezca la respectiva entidad, se señalarán las condiciones dentro de las cuales se desarrollará su objeto.",0,2,0,0,0,2,,,,5.0990877,5.150036,2,"De igual manera, podrán especializarse en determinado comercio o industria y, en tal caso, en la ley por medio de la cual se establezca la respectiva entidad, se señalarán las condiciones dentro de las cuales se desarrollará su objeto. Las zonas francas podrán ser industriales, comerciales o combinar estas dos modalidades. De las distintas clases de zonas francas.","De las distintas clases de zonas francas. Las zonas francas podrán ser industriales, comerciales o combinar estas dos modalidades. De igual manera, podrán especializarse en determinado comercio o industria y, en tal caso, en la ley por medio de la cual se establezca la respectiva entidad, se señalarán las condiciones dentro de las cuales se desarrollará su objeto."
Ley 47 de 1981,4,"Del patrimonio. El patrimonio de las zonas francas estará constituido por los bienes y recursos públicos que se señalen en sus respectivos estatutos orgánicos, conforme al artículo 16 de la presente Ley. ",0,1,0,0,1,2,,,,5.6180844,5.7643695,2,"Del patrimonio. El patrimonio de las zonas francas estará constituido por los bienes y recursos públicos que se señalen en sus respectivos estatutos orgánicos, conforme al artículo 16 de la presente Ley.","Del patrimonio. El patrimonio de las zonas francas estará constituido por los bienes y recursos públicos que se señalen en sus respectivos estatutos orgánicos, conforme al artículo 16 de la presente Ley. "
Ley 47 de 1981,5,"De la autorización para constituir empresas. Las zonas francas podrán asociarse con otros organismos públicos o con personas naturales o jurídicas cuyo capital sea mixto o privado, con el fin de constituir empresas encargadas de prestar servicios a sus usuarios o de desarrollar actividades que redunden en beneficio de los mismos. ",0,2,0,0,0,2,,,,5.2597585,5.217231,2,"De la autorización para constituir empresas. Las zonas francas podrán asociarse con otros organismos públicos o con personas naturales o jurídicas cuyo capital sea mixto o privado, con el fin de constituir empresas encargadas de prestar servicios a sus usuarios o de desarrollar actividades que redunden en beneficio de los mismos.","De la autorización para constituir empresas. Las zonas francas podrán asociarse con otros organismos públicos o con personas naturales o jurídicas cuyo capital sea mixto o privado, con el fin de constituir empresas encargadas de prestar servicios a sus usuarios o de desarrollar actividades que redunden en beneficio de los mismos. "
Ley 47 de 1981,12,"De la representación legal. Las zonas francas tendrán un gerente general encargado de dirigir y administrar la entidad, conjuntamente con la Junta Directiva, de acuerdo con sus respectivos ámbitos de competencia. El gerente general será el representante legal del organismo, agente del Presidente de la República, de su libre nombramiento y remoción.",0,1,0,0,1,2,,,,2.84229,5.168891,2,"Las zonas francas tendrán un gerente general encargado de dirigir y administrar la entidad, conjuntamente con la Junta Directiva, de acuerdo con sus respectivos ámbitos de competencia. El gerente general será el representante legal del organismo, agente del Presidente de la República, de su libre nombramiento y remoción. De la representación legal.","De la representación legal. Las zonas francas tendrán un gerente general encargado de dirigir y administrar la entidad, conjuntamente con la Junta Directiva, de acuerdo con sus respectivos ámbitos de competencia. El gerente general será el representante legal del organismo, agente del Presidente de la República, de su libre nombramiento y remoción."
Ley 47 de 1981,13,"De las funciones del gerente. Las normas orgánicas y estatutarias de cada una de las zonas francas establecerán las funciones del gerente general, quien podrá delegar en otros funcionarios de la entidad, previa autorización de la Junta Directiva, aquéllas que considere necesarias para garantizar el eficaz funcionamiento de la zona",0,1,0,0,1,2,,,,3.2070017,4.7838974,2,"Las normas orgánicas y estatutarias de cada una de las zonas francas establecerán las funciones del gerente general, quien podrá delegar en otros funcionarios de la entidad, previa autorización de la Junta Directiva, aquéllas que considere necesarias para garantizar el eficaz funcionamiento de la zona De las funciones del gerente.","De las funciones del gerente. Las normas orgánicas y estatutarias de cada una de las zonas francas establecerán las funciones del gerente general, quien podrá delegar en otros funcionarios de la entidad, previa autorización de la Junta Directiva, aquéllas que considere necesarias para garantizar el eficaz funcionamiento de la zona"
Ley 47 de 1981,14,"De la provisión de cargos. Corresponderá a los gerentes generales de las zonas francas, el nombramiento y remoción del personal que preste servicios en el organismo, con sujeción a las disposiciones legales sobre la materia.",0,1,0,0,1,2,,,,3.437668,5.246118,2,"De la provisión de cargos. Corresponderá a los gerentes generales de las zonas francas, el nombramiento y remoción del personal que preste servicios en el organismo, con sujeción a las disposiciones legales sobre la materia.","De la provisión de cargos. Corresponderá a los gerentes generales de las zonas francas, el nombramiento y remoción del personal que preste servicios en el organismo, con sujeción a las disposiciones legales sobre la materia."
Ley 47 de 1981,17,"De las contribuciones del Presupuesto Nacional. En los proyectos de presupuesto correspondientes a las distintas vigencias fiscales, el Gobierno Nacional podrá apropiar las partidas necesarias para contribuir al desarrollo de los programas que adelanten las zonas francas, en las cuantías que no pudieren ser financiadas con sus propios recursos.",0,1,0,0,1,2,,,,5.0579634,4.4840727,2,"De las contribuciones del Presupuesto Nacional. En los proyectos de presupuesto correspondientes a las distintas vigencias fiscales, el Gobierno Nacional podrá apropiar las partidas necesarias para contribuir al desarrollo de los programas que adelanten las zonas francas, en las cuantías que no pudieren ser financiadas con sus propios recursos.","De las contribuciones del Presupuesto Nacional. En los proyectos de presupuesto correspondientes a las distintas vigencias fiscales, el Gobierno Nacional podrá apropiar las partidas necesarias para contribuir al desarrollo de los programas que adelanten las zonas francas, en las cuantías que no pudieren ser financiadas con sus propios recursos."
Ley 47 de 1981,20,De la entrega de terrenos. La Nación y las demás entidades de derecho público podrán traspasar o dar en usufructo terrenos de su propiedad para el establecimiento de zonas francas o la ampliación de las ya existentes.   ,0,1,0,0,1,2,,,,6.5782814,5.873184,2,La Nación y las demás entidades de derecho público podrán traspasar o dar en usufructo terrenos de su propiedad para el establecimiento de zonas francas o la ampliación de las ya existentes. De la entrega de terrenos.,De la entrega de terrenos. La Nación y las demás entidades de derecho público podrán traspasar o dar en usufructo terrenos de su propiedad para el establecimiento de zonas francas o la ampliación de las ya existentes.   
Ley 47 de 1981,24,"Del control al tráfico de mercancías y productos. Las zonas francas controlarán que las mercancías y productos que ingresen a los terrenos bajo su jurisdicción, no sean trasladados a bodegas oficiales o a zonas aduaneras distintas del área de la respectiva zona. Para el efecto, no se autorizarán modificaciones en los registros de importación de mercancías y productos, cuyo destino sea una zona franca.  ",1,1,0,0,0,2,,,,5.710839,7.664652,2,"Del control al tráfico de mercancías y productos. Para el efecto, no se autorizarán modificaciones en los registros de importación de mercancías y productos, cuyo destino sea una zona franca. Las zonas francas controlarán que las mercancías y productos que ingresen a los terrenos bajo su jurisdicción, no sean trasladados a bodegas oficiales o a zonas aduaneras distintas del área de la respectiva zona.","Del control al tráfico de mercancías y productos. Las zonas francas controlarán que las mercancías y productos que ingresen a los terrenos bajo su jurisdicción, no sean trasladados a bodegas oficiales o a zonas aduaneras distintas del área de la respectiva zona. Para el efecto, no se autorizarán modificaciones en los registros de importación de mercancías y productos, cuyo destino sea una zona franca.  "
Ley 47 de 1981,29,"De la exportación de productos nacionales. La exportación que de productos fabricados en el país se haga desde las zonas francas comerciales, causará los mismos derechos y estará sujeta a los mismos requisitos establecidos por las leyes generales sobre la materia para la exportación de productos nacionales al exterior.",1,1,0,0,0,2,,,,5.4966555,8.197486,2,"De la exportación de productos nacionales. La exportación que de productos fabricados en el país se haga desde las zonas francas comerciales, causará los mismos derechos y estará sujeta a los mismos requisitos establecidos por las leyes generales sobre la materia para la exportación de productos nacionales al exterior.","De la exportación de productos nacionales. La exportación que de productos fabricados en el país se haga desde las zonas francas comerciales, causará los mismos derechos y estará sujeta a los mismos requisitos establecidos por las leyes generales sobre la materia para la exportación de productos nacionales al exterior."
Ley 47 de 1981,40,"Del desarrollo de actividades dentro del área. Dentro del área de las zonas francas industriales no se permitirá el ejercicio de actividades distintas a las señaladas en este Capítulo, ni el establecimiento de residencias particulares, ni el comercio al detal, salvo las excepciones indicadas en el artículo 32 de esta Ley, respecto de las zonas francas comerciales.",1,1,0,0,0,2,,,,5.499213,5.415394,2,"Del desarrollo de actividades dentro del área. Dentro del área de las zonas francas industriales no se permitirá el ejercicio de actividades distintas a las señaladas en este Capítulo, ni el establecimiento de residencias particulares, ni el comercio al detal, salvo las excepciones indicadas en el artículo 32 de esta Ley, respecto de las zonas francas comerciales.","Del desarrollo de actividades dentro del área. Dentro del área de las zonas francas industriales no se permitirá el ejercicio de actividades distintas a las señaladas en este Capítulo, ni el establecimiento de residencias particulares, ni el comercio al detal, salvo las excepciones indicadas en el artículo 32 de esta Ley, respecto de las zonas francas comerciales."
Ley 47 de 1981,42,"Del sistema cambiario en zona franca. Las empresas establecidas en zona franca gozarán de libertad cambiaria o estarán sometidas al régimen legal de control de cambios, según las reglas que se establecen en los artículos siguientes. En el primer caso, las empresas podrán poseer y negociar libremente toda clase de divisas, tanto dentro del área de la respectiva zona como en sus operaciones internacionales. En el segundo, todas las operaciones de cambio exterior se someterán a las normas del Decreto extraordinario 444 de 1967 y demás disposiciones sobre la materia. ",1,1,0,0,0,2,,,,4.5463676,4.0701523,2,"Las empresas establecidas en zona franca gozarán de libertad cambiaria o estarán sometidas al régimen legal de control de cambios, según las reglas que se establecen en los artículos siguientes. En el primer caso, las empresas podrán poseer y negociar libremente toda clase de divisas, tanto dentro del área de la respectiva zona como en sus operaciones internacionales. Del sistema cambiario en zona franca. En el segundo, todas las operaciones de cambio exterior se someterán a las normas del Decreto extraordinario 444 de 1967 y demás disposiciones sobre la materia.","Del sistema cambiario en zona franca. Las empresas establecidas en zona franca gozarán de libertad cambiaria o estarán sometidas al régimen legal de control de cambios, según las reglas que se establecen en los artículos siguientes. En el primer caso, las empresas podrán poseer y negociar libremente toda clase de divisas, tanto dentro del área de la respectiva zona como en sus operaciones internacionales. En el segundo, todas las operaciones de cambio exterior se someterán a las normas del Decreto extraordinario 444 de 1967 y demás disposiciones sobre la materia. "
Ley 47 de 1981,44,"De las clases de empresas. Para efectos del régimen aplicable en materia de capital y cambios, las empresas que se establezcan en zonas francas se clasifican en nacionales, extranjeras y mixtas. Serán nacionales tanto las empresas de personas naturales colombianas como las sociedades constituidas en Colombia cuyo capital esté conformado por aportes de inversionistas nacionales en una proporción superior al 80%. Serán mixtas aquellas empresas cuyo capital esté conformado por aportes de inversionistas nacionales en una proporción que fluctúe entre el 51% y el 80%. Serán extranjeras las empresas cuyo capital esté constituido por aportes de inversionistas nacionales en una proporción inferior al cincuenta y uno por ciento (51%).  ",1,1,0,0,0,2,,,,4.162978,3.5757823,2,"Serán nacionales tanto las empresas de personas naturales colombianas como las sociedades constituidas en Colombia cuyo capital esté conformado por aportes de inversionistas nacionales en una proporción superior al 80%. Serán extranjeras las empresas cuyo capital esté constituido por aportes de inversionistas nacionales en una proporción inferior al cincuenta y uno por ciento (51%). De las clases de empresas. Para efectos del régimen aplicable en materia de capital y cambios, las empresas que se establezcan en zonas francas se clasifican en nacionales, extranjeras y mixtas. Serán mixtas aquellas empresas cuyo capital esté conformado por aportes de inversionistas nacionales en una proporción que fluctúe entre el 51% y el 80%.","De las clases de empresas. Para efectos del régimen aplicable en materia de capital y cambios, las empresas que se establezcan en zonas francas se clasifican en nacionales, extranjeras y mixtas. Serán nacionales tanto las empresas de personas naturales colombianas como las sociedades constituidas en Colombia cuyo capital esté conformado por aportes de inversionistas nacionales en una proporción superior al 80%. Serán mixtas aquellas empresas cuyo capital esté conformado por aportes de inversionistas nacionales en una proporción que fluctúe entre el 51% y el 80%. Serán extranjeras las empresas cuyo capital esté constituido por aportes de inversionistas nacionales en una proporción inferior al cincuenta y uno por ciento (51%).  "
Ley 47 de 1981,62,"Del régimen bancario y crediticio. Dentro del área de jurisdicción de las zonas francas podrán establecerse entidades financieras sujetas a la vigilancia e inspección de la Superintendencia Bancaria. El desarrollo del objeto social de estas entidades financieras en zona franca, se sujetará a las normas generales sobre la materia y a las específicas que establezcan el Gobierno, la Junta Monetaria y dicha Superintendencia.",0,1,0,0,1,2,,,,4.4114656,3.9859107,2,"Del régimen bancario y crediticio. El desarrollo del objeto social de estas entidades financieras en zona franca, se sujetará a las normas generales sobre la materia y a las específicas que establezcan el Gobierno, la Junta Monetaria y dicha Superintendencia. Dentro del área de jurisdicción de las zonas francas podrán establecerse entidades financieras sujetas a la vigilancia e inspección de la Superintendencia Bancaria.","Del régimen bancario y crediticio. Dentro del área de jurisdicción de las zonas francas podrán establecerse entidades financieras sujetas a la vigilancia e inspección de la Superintendencia Bancaria. El desarrollo del objeto social de estas entidades financieras en zona franca, se sujetará a las normas generales sobre la materia y a las específicas que establezcan el Gobierno, la Junta Monetaria y dicha Superintendencia."
Ley 47 de 1981,63,"De la venta de divisas al Banco de la República. El registro de capital ante la zona franca y la instalación de una empresa dentro de su área dará derecho a la sociedad que se establezca o a su sucursal, para vender al Banco de la República las divisas necesarias para cancelar en moneda nacional los costos de su instalación y, posteriormente, los que requiera para el giro normal de sus actividades. ",0,1,0,1,0,2,,,,3.4312706,4.2320395,2,"De la venta de divisas al Banco de la República. El registro de capital ante la zona franca y la instalación de una empresa dentro de su área dará derecho a la sociedad que se establezca o a su sucursal, para vender al Banco de la República las divisas necesarias para cancelar en moneda nacional los costos de su instalación y, posteriormente, los que requiera para el giro normal de sus actividades.","De la venta de divisas al Banco de la República. El registro de capital ante la zona franca y la instalación de una empresa dentro de su área dará derecho a la sociedad que se establezca o a su sucursal, para vender al Banco de la República las divisas necesarias para cancelar en moneda nacional los costos de su instalación y, posteriormente, los que requiera para el giro normal de sus actividades. "
Ley 47 de 1981,64,"Del Pacto Subregional Andino. Las personas que proyecten beneficiarse del mercado ampliado inherente al pacto Subregional Andino, deberán someterse a la totalidad de las reglamentaciones correspondientes al mismo. Con todo, establecidas en el área de una zona franca, gozarán de las facilidades estipuladas en esta Ley para su funcionamiento en cuanto no sean incompatibles con dichas reglamentaciones. ",0,1,0,1,0,2,,,,4.9162936,3.9095428,2,"Del Pacto Subregional Andino. Las personas que proyecten beneficiarse del mercado ampliado inherente al pacto Subregional Andino, deberán someterse a la totalidad de las reglamentaciones correspondientes al mismo. Con todo, establecidas en el área de una zona franca, gozarán de las facilidades estipuladas en esta Ley para su funcionamiento en cuanto no sean incompatibles con dichas reglamentaciones.","Del Pacto Subregional Andino. Las personas que proyecten beneficiarse del mercado ampliado inherente al pacto Subregional Andino, deberán someterse a la totalidad de las reglamentaciones correspondientes al mismo. Con todo, establecidas en el área de una zona franca, gozarán de las facilidades estipuladas en esta Ley para su funcionamiento en cuanto no sean incompatibles con dichas reglamentaciones. "
Ley 47 de 1981,75,"Del cambio de legislación. Las zonas francas industriales y comerciales que actualmente funcionan en el país y las empresas establecidas en ellas, deberán proveer lo necesario para ajustarse a las disposiciones de la presente Ley, salvo lo que se dispone en la misma respecto de los contratos que se encuentren vigentes para la fecha de promulgación de este estatuto, los cuales serán ajustados, en lo pertinente, una vez vencido el término de su duración.",0,2,0,0,0,2,,,,4.897669,5.537173,2,"Las zonas francas industriales y comerciales que actualmente funcionan en el país y las empresas establecidas en ellas, deberán proveer lo necesario para ajustarse a las disposiciones de la presente Ley, salvo lo que se dispone en la misma respecto de los contratos que se encuentren vigentes para la fecha de promulgación de este estatuto, los cuales serán ajustados, en lo pertinente, una vez vencido el término de su duración. Del cambio de legislación.","Del cambio de legislación. Las zonas francas industriales y comerciales que actualmente funcionan en el país y las empresas establecidas en ellas, deberán proveer lo necesario para ajustarse a las disposiciones de la presente Ley, salvo lo que se dispone en la misma respecto de los contratos que se encuentren vigentes para la fecha de promulgación de este estatuto, los cuales serán ajustados, en lo pertinente, una vez vencido el término de su duración."
Ley 109 de 1985,2,"DEL OBJETO. Las zonas francas tendrán por objeto promover el comercio exterior, generar empleo, divisas y servir de polos de desarrollo industrial de las regiones donde se establezcan mediante la utilización de recursos humanos y naturales, dentro de las condiciones especiales fijadas en la presente Ley y en los decretos que la desarrollen y reglamenten.  Conforme al objeto descrito en este artículo, las zonas francas prestarán un servicio público y no perseguirán fines de lucro.",0,1,0,1,0,2,,,,4.2407107,7.0042195,2,"Las zonas francas tendrán por objeto promover el comercio exterior, generar empleo, divisas y servir de polos de desarrollo industrial de las regiones donde se establezcan mediante la utilización de recursos humanos y naturales, dentro de las condiciones especiales fijadas en la presente Ley y en los decretos que la desarrollen y reglamenten. Conforme al objeto descrito en este artículo, las zonas francas prestarán un servicio público y no perseguirán fines de lucro. DEL OBJETO.","DEL OBJETO. Las zonas francas tendrán por objeto promover el comercio exterior, generar empleo, divisas y servir de polos de desarrollo industrial de las regiones donde se establezcan mediante la utilización de recursos humanos y naturales, dentro de las condiciones especiales fijadas en la presente Ley y en los decretos que la desarrollen y reglamenten.  Conforme al objeto descrito en este artículo, las zonas francas prestarán un servicio público y no perseguirán fines de lucro."
Ley 109 de 1985,4,"DE LAS DISTINTAS CLASES DE ZONAS FRANCAS. Las zonas francas podrán ser industriales o comerciales, o combinar estas dos modalidades. De igual manera, podrá especializarse en determinado comercio o industria, y en tal caso, en la ley por medio de la cual se cree la respectiva entidad, se señalarán las condiciones dentro de las cuales se desarrollará su objeto.",0,2,0,0,0,2,,,,4.9106836,4.908576,2,"Las zonas francas podrán ser industriales o comerciales, o combinar estas dos modalidades. DE LAS DISTINTAS CLASES DE ZONAS FRANCAS. De igual manera, podrá especializarse en determinado comercio o industria, y en tal caso, en la ley por medio de la cual se cree la respectiva entidad, se señalarán las condiciones dentro de las cuales se desarrollará su objeto.","DE LAS DISTINTAS CLASES DE ZONAS FRANCAS. Las zonas francas podrán ser industriales o comerciales, o combinar estas dos modalidades. De igual manera, podrá especializarse en determinado comercio o industria, y en tal caso, en la ley por medio de la cual se cree la respectiva entidad, se señalarán las condiciones dentro de las cuales se desarrollará su objeto."
